text	predictions_lgr	ytest	predictions_author	true_author
At the start of 1995, China had more than 29,000 employment service organisations, which offered jobs to more than 12 million people last year, the official said	43	14	\ScottHillis	\JaneMacartney
"""Chinese President Jiang Zemin... met with leaders of other APEC members, including U.S. President Clinton,"" Xinhua said"	43	14	\ScottHillis	\JaneMacartney
China's long-delayed bid to enter the World Trade Organisation will fall under the spotlight when the world's richest nations meet to discuss its application this week, European and U.S. officials said on Monday	43	14	\ScottHillis	\JaneMacartney
In this far-flung outpost of Chinese rule, the clocks are synchronised with Beijing more than 2,560 km (1,590 miles) to the northeast, but dawn is two hours behind and everyone goes to work about two hours later than in Beijing	43	14	\ScottHillis	\JaneMacartney
Chinese analysts said the series was reminiscent of the power struggles that gripped the inner ranks of the party in Mao's last years	43	14	\ScottHillis	\JaneMacartney
They said Jiang was striving to placate leftwing party hardliners angered by what they see as an erosion of puritan communist values by nearly two decades of profit-based economic reform	43	14	\ScottHillis	\JaneMacartney
Speculation abounds of Deng's fragility, ranging from rumours of his sudden admission to hospital in recent days to reports that he remains at home with little change in his health but with fading lucidity	43	14	\ScottHillis	\JaneMacartney
"""Party organisations and members should conscientiously carry on the party's fine traditions and work style,"" it said"	43	14	\ScottHillis	\JaneMacartney
For those at the other end of the scale, Beijing is trying to make things easier with preferential policies to help a people struggling into the late 20th century from a lifestyle that more closely resembles the middle ages	43	14	\ScottHillis	\JaneMacartney
Wang was paroled in 1993 after serving 12 years of a 14-year term for sedition and remains deprived of his political rights. He is one of China's most outspoken proponents of democracy	45	14	\TanEeLyn	\JaneMacartney
Barnett described the attack as an act of desperation	45	14	\TanEeLyn	\JaneMacartney
Qian was reported to have showed little surprise at the reaction in Hong Kong, and had paid close attention to the stir in the territory, one official said	45	14	\TanEeLyn	\JaneMacartney
Other editors might have focused less on the role of a single Chinese leader in Tung's elevation and more on his selection by a Beijing-sponsored committee of his peers	37	14	\PeterHumphrey	\JaneMacartney
"""Ordinary Hong Kong people have fairly mixed feelings,"" said one Western diplomat. ""There is an element of patriotism about their return to the mainland but they don't want their basic freedoms to be put in question.""Chinese officials said Foreign Minister Qian was believed to have shown great interest in the response in Hong Kong to his remarks on the limits on what Hong Kong's people could do after the 1997 handover"	37	14	\PeterHumphrey	\JaneMacartney
"""A possibility of an agreement has emerged,"" he said, but addded that some hard-core emerging economies were holding out"	12	14	\HeatherScoffield	\JaneMacartney
Faster progress was expected on ITA, with delegates scrambling for an accord to free trade in the $600 billion market for computers, software chips and other high-technology products by the year 2000	25	14	\KouroshKarimkhany	\JaneMacartney
The crime of counter-revolution has for decades been a catch-all to imprison anyone of whose opinions the state disapproved or whose opinions disapproved of the state	13	14	\JanLopatka	\JaneMacartney
"""It is necessary to distinguish right from wrong on such major issues as...common development of various economic sectors with socialist public ownership as the mainstay versus privatisation...socialist democracy versus parliamentary democracy practised in Western countries,"" it said"	13	14	\JanLopatka	\JaneMacartney
"""Our impression is overwhelming,"" said Norwegian Bodil Borchgrevink Grindal"	22	14	\KevinDrawbaugh	\JaneMacartney
He said China's economy was already remarkably open compared with some of its neighbours, such as Japan and South Korea	34	14	\MureDickie	\JaneMacartney
In Beijing, the Foreign Ministry spokesman said Guatemala was to blame not only for recognising Taiwan but for joining a number of other small countries since 1993 to sponsor a General Assembly resolution aimed at securing U.N. membership for the Asian economic powerhouse	34	14	\MureDickie	\JaneMacartney
Western diplomats said the swiftness of the trial and the severity of the sentence were part of a nationwide tightening of controls by the Communist Party	34	14	\MureDickie	\JaneMacartney
Wang's lawyer had already visited the court dealing with Wang's case to begin legal formalities, but there was still no news of when the trial of the former student leader, who has been in detention since May 1995, would begin, a close relative said	34	14	\MureDickie	\JaneMacartney
In solar observation, China and Germany were cooperating to produce a two-tonne lunar satellite equipped with a solar telescope. The $100 million satellite was expected to be sent into orbit around 2002, said CAS member Ai Guoxiang	34	14	\MureDickie	\JaneMacartney
He said China's economy was already remarkably open compared with some of its neighbours such as Japan and South Korea	34	14	\MureDickie	\JaneMacartney
Current market capitalisation of more than 1.33 trillion yuan, almost triple the 1995 figure, accounts for 18 percent of China's gross domestic product, compared with six percent at the end of last year, Xinhua added. ($1 = 8.3 yuan)	11	14	\GrahamEarnshaw	\JaneMacartney
Beijing, which says its stock exchanges and futures markets are experiments, was committed to the markets, Xinhua said	11	14	\GrahamEarnshaw	\JaneMacartney
He also urged standardisation of the bankruptcy system, which has been used mainly on an experimental basis for the past few years, along with encouragement of mergers	11	14	\GrahamEarnshaw	\JaneMacartney
The number of key enterprises linked with a sponsoring bank, and thus given easier access to loans during a continuing credit squeeze, would rise to 500 from 300, he added	11	14	\GrahamEarnshaw	\JaneMacartney
Analysts said the latest bombing had played into the hands of local authorities eager for evidence that would demonstrate to Beijing the need for a stricter crackdown in Tibet	11	14	\GrahamEarnshaw	\JaneMacartney
Late night talks focused on details, officials said	7	14	\DavidLawder	\JaneMacartney
Russia's desire to develop close links with China has followed NATO's plans to expand eastwards by admitting Moscow's Cold War allies in Eastern Europe as members of the alliance	28	14	\LynnleyBrowning	\JaneMacartney
Beijing is anxious that farmers continue to grow grain and not turn to more lucrative cash crops and wants to insure that farm incomes do not drop with the record harvests	28	14	\LynnleyBrowning	\JaneMacartney
This proposal had won strong support from the Ministry of Public Security, especially after the deaths of 100 police in the first half of this year, it said	18	14	\JohnMastrini	\JaneMacartney
"The court's verdict said Wei, who was jailed for 14 years, had links with people ""convicted of counter-revolutionary crimes, including Wang Dan"". It also referred to a tape-recorded conversation between Wang and Wei, but gave no details"	3	14	\BenjaminKangLim	\JaneMacartney
"""Not one point in the bill of indictment broke the law, even less to speak of plotting to overthrow the government,"" his mother Wang Lingyun said in a telephone interview"	3	14	\BenjaminKangLim	\JaneMacartney
"""The work style of close links to the masses, criticism and self-criticism, hard work, and building a clean and honest government should also be continued,"" the commission said"	3	14	\BenjaminKangLim	\JaneMacartney
Officials have been silent on a request by the U.S. embassy in Beijing to send observers to Wang's trial, diplomats said	3	14	\BenjaminKangLim	\JaneMacartney
Not all tourists are bewitched, and several said the highly publicised campaign of Tibet's exiled god-king, the Dalai Lama, for autonomy for his homeland had sparked their curiosity	3	14	\BenjaminKangLim	\JaneMacartney
One of China's most prominent dissidents, Wang Dan, is expected to receive a harsh sentence on the charge of plotting to overthrow the government, his mother said on Tuesday	3	14	\BenjaminKangLim	\JaneMacartney
Newspaper editors elsewhere in the world would probably have chosen Beijing's campaign to intimidate Taiwan in the run-up the island's first popular elections of a Chinese president on Chinese soil as the top story of 1996	3	14	\BenjaminKangLim	\JaneMacartney
Tackling these problems must be a priority in 1997, he said, if China is to turn around inefficient state enterprises that recorded their first net loss in the first quarter of last year as they struggled in an economy racing to abandon the cushion of central planning in favour of a sink-or-swim marketplace	3	14	\BenjaminKangLim	\JaneMacartney
"The court's verdict said Wei, who was jailed for 14 years, had links with people ""convicted of counter-revolutionary crimes, including Wang Dan"". It also referred to a tape-recorded conversation between Wang and Wei, but gave no details"	3	14	\BenjaminKangLim	\JaneMacartney
The 26-year-old former leader of the 1989 pro-democracy demonstrations has been charged with the capital offence of plotting to subvert the government, based on evidence such as writings critical of the state and accepting funds from abroad	3	14	\BenjaminKangLim	\JaneMacartney
The Beijing Number One Intermediate People's Court took less than four hours to convict Wang Dan of plotting to subvert the government	3	14	\BenjaminKangLim	\JaneMacartney
"""An accelerated expansion of the Chinese stock market will boost the capital market and help pool more funds for capital-strapped enterprises,"" he said"	42	14	\SarahDavison	\JaneMacartney
"""I don't think this (unrest) is very likely,"" said McKay"	39	14	\RobinSidel	\JaneMacartney
"""It is in no one's interests to keep China out."""	27	14	\LynneO'Donnell	\JaneMacartney
"""Political, economic and social development in recent years has given birth to a series of new problems,"" Wang said, referring to the shift away from revolution to define political correctness that has been generated by the pragmatic reform policies of paramount leader Deng Xiaoping"	49	14	\WilliamKazer	\JaneMacartney
But it faces awesome transport handicaps in shipping goods from a city that has no rail links and must send merchandise more than 1,000 km (600 miles) over some of China's most difficult roads to the nearest railway station	49	14	\WilliamKazer	\JaneMacartney
However, for Chinese editors the decision to conduct missile tests and live-fire war games in waters near the island last March, and which sent U.S. aircraft carriers steaming into neighbouring seas, ranked only fourth in their top 10	49	14	\WilliamKazer	\JaneMacartney
The two sides also signed several deals including the supply of Russian Sukhoi Su-27 warplanes and building a nuclear power plant in China's eastern Jiangsu province	49	14	\WilliamKazer	\JaneMacartney
Bankers said the financial firm that was China's biggest investment trust company after the China International Trust and Investment Corp (CITIC) had overextended itself due to serious mismanagement	49	14	\WilliamKazer	\JaneMacartney
On state enterprises, Li said China would reorganise assets of ailing factories and establish a new system of supervision, while pushing social security and housing reforms	49	14	\WilliamKazer	\JaneMacartney
He has made clear that he wants to place his stamp on ideology in China	49	14	\WilliamKazer	\JaneMacartney
"It was ""a serious counterrevolutionary political incident and an appalling act of terrorism"", the circular said according to the radio report monitored by the British Broadcasting Corp and made available on Sunday"	49	14	\WilliamKazer	\JaneMacartney
The negative vote on Friday by China, which along with the United States, Britain, France and Russia, has veto power in the 15-member council, meant that Council President Hisashi Owada of Japan had to announce that the resolution had failed	49	14	\WilliamKazer	\JaneMacartney
Diplomats said Jiang was using the campaign -- coupled with a tough line on the media and ideology -- to boost his position	49	14	\WilliamKazer	\JaneMacartney
In August a Long March 3 rocket, considered one of China's most reliable launch vehicles, failed to put a U.S.-built satellite into orbit. In February, technical flaws had even more disastrous results when a new generation Long March 3B rocket exploded shortly after take-off, killing six people	49	14	\WilliamKazer	\JaneMacartney
"""Continuing with the privatisation of these banks has the aim of increasing the competitiveness of banks, to fit them more towards (entry into) the European Union and to increase their performance,"" Svehla said"	2	18	\AlexanderSmith	\JohnMastrini
Wang, 27, was sentenced to 11 years in prison on Wednesday after a brief hearing. Wei was sentenced to 14 years in jail last December on a similar charge	14	18	\JaneMacartney	\JohnMastrini
The front-grilled new Skoda is 4.51 metres long, 1.73 metres wide, and stands 1.43 metres high	43	18	\ScottHillis	\JohnMastrini
Albright attended a Denver high school and then Wellesley College in Massachussetts. She earned a doctorate in political studies at Columbia University	37	18	\PeterHumphrey	\JohnMastrini
Leaders of Bavaria, where most Sudetens settled, had demanded changes in the text, but the Czech government has insisted it will negotiate only with Bonn	13	18	\JanLopatka	\JohnMastrini
The CNB and the Finance Ministry have both called for the fast privatisation of the state's roughly one-third stake in Investicni a Postovni Banka to a strategic foreign partner. Japan's Nomura and Dutch ING NV are widely seen as frontrunners seeking IPB shares	13	18	\JanLopatka	\JohnMastrini
"""I think customers who would be looking for a used car would look at a Skoda Octavia, I think that people who own a smaller car would look at Octavia,"" Farsky said"	13	18	\JanLopatka	\JohnMastrini
The budget has been expected for weeks to go to the floor of parliament for its second reading in the session which begins on Tuesday	13	18	\JanLopatka	\JohnMastrini
It marks Germany's final reconciliation with neighbours who fell under Nazi occupation	13	18	\JanLopatka	\JohnMastrini
Nomura and Dutch ING NV are widely seen as potential partners for IPB, although top officials have declined comment on their possible interest in IPB	13	18	\JanLopatka	\JohnMastrini
The Octavia will get its international test at the Paris International Auto Show in October and should be delivered to Czech dealers in November, followed by launches on European and other foreign markets, company officials said	13	18	\JanLopatka	\JohnMastrini
Political analysts said Kalvoda's confession was damaging but the government, which lost its parliamentary majority in June elections, could survive entact if the ODA agreed speedily on who should lead it in the cabinet	13	18	\JanLopatka	\JohnMastrini
The bureau blamed mainly a stagnation in the first three quarters in the German economy -- which accounts for just over a third of Czech export demand -- and in the whole EU for the revised trade figures and the lower GDP forecast	13	18	\JanLopatka	\JohnMastrini
It is not clear when the cabinet will debate the CNB proposals, but a senior central bank official said it might be on the agenda of next Wednesday's government meeting	13	18	\JanLopatka	\JohnMastrini
"The text says the fund is to finance ""projects of common interest"" including joint environmental, historical, and scientific ones, adding that ""the projects, wherever appropriate, should work mainly for the benefit of victims of (Nazi) violence.""""The declaration which we have agreed on means simply a clarification of understanding,"" Zieleniec said"	13	18	\JanLopatka	\JohnMastrini
"The Czech daily Mlada Fronta Dnes quoted Skoda's general director Ludvik Kalma as saying that suggestions of a 350,000 Czech crowns ($13,460) price tag for the basic model of the Octavia on its home market -- with a 1.6 litre engine and two airbags -- would be ""too expensive"""	13	18	\JanLopatka	\JohnMastrini
Domestic demand remained strong but flat at 5.2 percent for the latest quarter, and 5.3 percent for the nine-month period, but well below 1995 levels	13	18	\JanLopatka	\JohnMastrini
Traders said as long as the government kept talking up the crown, foreign investors would respond until the bank decided to jump in and buy foreign currency	13	18	\JanLopatka	\JohnMastrini
The most controversial plan calls for Sporitelna and CSOB to merge to create a bank with over $20 billion in assets and then to privatise the state's stake in the newly-created bank several years later after the merger is analysed	13	18	\JanLopatka	\JohnMastrini
"""I think customers who would be looking for a used car would look at a Skoda Octavia, I think that people who own a smaller car would look at Octavia,"" Farsky said"	13	18	\JanLopatka	\JohnMastrini
Never before has the sprawling parade ground adjacent to Prague Castle prepared for a spectacle like the one planned for the expected 130,000 paying guests on Saturday	13	18	\JanLopatka	\JohnMastrini
Meanwhile, the CSU said third quarter exports grew by 6.1 percent, year-on-year, to 183.7 billion crowns, putting the three-quarter combined total at 529.9 billion crowns, or 5.1 percent	13	18	\JanLopatka	\JohnMastrini
"Industry and Trade Minister Vladimir Dlouhy told a news conference the result was expectated and ""for the whole year, I would like to see (average inflation) at below 8.7 percent.""The government had forecast average inflation to slow a full percentage point in 1996 to 8.0 percent, but a surge in domestic demand kept prices stubbornly over nine percent in the first half of the year"	13	18	\JanLopatka	\JohnMastrini
-- Prague Newsroom, 42-2-2423-0003	13	18	\JanLopatka	\JohnMastrini
What the results primarily mean is that Klaus and his allies simply gain control of the upper house, which will be mostly a talking shop with few legislative powers	1	18	\AlanCrosby	\JohnMastrini
A major harness on growth expansion has been relatively stagnant exports, stifled by the slowdown in demand in western Europe and especially neighbouring Germany	1	18	\AlanCrosby	\JohnMastrini
"""The increase of the trade deficit will stop in 1997 at 150 to 160 billion crowns,"" said Kamil Janacek, chief economist at Prague's Komercni Banka"	1	18	\AlanCrosby	\JohnMastrini
"""Most importantly the Senate won't be one-coloured or two-coloured as was expected, but multi-coloured,"" said analyst Jiri Pehe of Prague's Open Media Research Institute"	1	18	\AlanCrosby	\JohnMastrini
Few think the Senate elections will serve to revive the securities markets, as market reform is not a high priority	1	18	\AlanCrosby	\JohnMastrini
Exactly seven years since the revolution which would end Communism began, only about one in three eligible Czechs voted, less than half the turnout for the previous three lower-house elections since the 1989 revolution	1	18	\AlanCrosby	\JohnMastrini
Meanwhile, the Prague Stock Exchange (PSE) has been rocked, not by the political situation, but by discontent from foreign investors unhappy with the country's opaque trading environment	1	18	\AlanCrosby	\JohnMastrini
Local analysts see Klaus's ODS and its two coalition allies winning a majority of the Senate's 81 seats, but they do not expect a result giving the coalition or opposition a clear advantage to push for an early election in the lower house	1	18	\AlanCrosby	\JohnMastrini
Kozeny, like many banks and private entrepreneurs, set up funds based on shares gained from citizens who transferred their vouchers to the funds. The citizens received shares in the funds for the vouchers	17	18	\JoeOrtiz	\JohnMastrini
"""He has a big interest in meeting people and doesn't want to be too incognito,"" Grimaux told reporters"	30	18	\MarkBendeich	\JohnMastrini
Amid an influx of western brands -- U.S. Philip Morris bought a controlling stake in the former monopoly state tobacco packager, and has made Marlboro a status symbol -- Havel vetoed measures to regulate public smoking and cigarette advertising	33	18	\MichaelConnor	\JohnMastrini
Dozens of friends and leaders around the world, including U.S. President Bill Clinton and Russian President Boris Yeltsin, have sent get-well wishes to the hero of Prague's non-violent 1989 revolution over communism	28	18	\LynnleyBrowning	\JohnMastrini
"But the meeting was abruptly postponed on Monday with cabinet officials citing the rising pressure of October's parliament session as a reason. A new date for the meeting has yet to be set, but officials say it will be ""soon"""	28	18	\LynnleyBrowning	\JohnMastrini
It is not clear why the decision had been kept secret	29	18	\MarcelMichelson	\JohnMastrini
He said that if elected, he would push to expand the enforcement power of regulators to police dubious practices in banks, investment funds, and on the capital market, which is consistently hampered by charges of insider trading	42	18	\SarahDavison	\JohnMastrini
"""It is an economic law that if a stagnating economy is trading with a growing one, the latter will be faced with a deterioration of the trade balance,"" he said"	42	18	\SarahDavison	\JohnMastrini
He said that if elected, he would push to expand the enforcement power of regulators to police dubious practices in banks, investment funds, and on the capital market, which is consistently hampered by charges of insider trading	42	18	\SarahDavison	\JohnMastrini
The moving 12-month average of inflation remained unchanged at 8.7 percent in October. The figures were most influenced by a full percentage point rise in food, drinks and tobacco prices during the month and a 1.2 percent rise in clothing prices	47	18	\TimFarrand	\JohnMastrini
The crown stood at 26.005 to the dollar and 17.600 to the mark at 1130 GMT	47	18	\TimFarrand	\JohnMastrini
Developed during the early 1970s, the technology provides a safe way for electricity to be routed through office panels, eliminating the need for extension cords and helping satisfy the growing demand for electronic office equipment, Haworth said	2	48	\AlexanderSmith	\ToddNissen
"""I would guess at some point in time they would do some additional pruning,"" he said"	45	48	\TanEeLyn	\ToddNissen
"So far, Saturn has received more than 1,000 calls from potential buyers on a toll-free line, said Joe Kennedy, vice president of sales and marketing for the division. Of that, Saturn estimates about 250 are ""serious"" buyers"	32	48	\MatthewBunce	\ToddNissen
Talks for a new three-year labor deal were to resume Tuesday about 8:30 a.m. EST/1330 GMT. Bargainers worked for 17 hours into the early morning Monday before calling a recess, even though a contract extension deadine expired at midnight Sunday	35	48	\NickLouth	\ToddNissen
"""Brazil is likely to be just as bad"" in the fourth quarter, said Nicholas Lobacarro, an analyst at Bear Stearns"	35	48	\NickLouth	\ToddNissen
"""These are internal targets -- they're stretch targets. They're meant to provide improved customer value and shareholder value. They're what we're about,"" he said"	22	48	\KevinDrawbaugh	\ToddNissen
Chevrolet, which currently has 16 different products, has introduced 18 new models since 1989. Consumer research has shown that awareness levels and purchase consideration jump between 30 percent and 40 percent when target buyers compare Chevrolet with Geo, the company said	22	48	\KevinDrawbaugh	\ToddNissen
"""While we don't agree with this ruling, we respect that the courts have the final word and it's time to move on,"" Steelcase President James Hackett said in a statement"	0	48	\AaronPressman	\ToddNissen
"""The car market from what I'm hearing is going to be lousy for just about everybody,"" he said"	33	48	\MichaelConnor	\ToddNissen
Last month, published reports began to surface on talks between Mullinax and AutoNation. The growing auto superstore chain was founded by Wayne Huizenga, who transformed Blockbuster Video into a multibillion-dollar business and owns the Miami Dolphins professional football team	33	48	\MichaelConnor	\ToddNissen
"""We don't know if we're going to work in the morning or not,"" said a woman answering the phone at UAW Local 95 in Janesville, who declined to give her name"	7	48	\DavidLawder	\ToddNissen
New pickup trucks and sport/utility vehicles helped Ford Motor Co.'s third-quarter profits nearly double to $686 million, the company said Wednesday, but it alarmed analysts with growing losses in Europe	7	48	\DavidLawder	\ToddNissen
Analysts reacted favorably to the move, saying it demonstrates another step by GM to use its marketing and advertising resources more efficiently.  Joseph Phillippi, an analyst at Lehman Brothers, said it was also not out of the question that GM would eventually drop some of the current Geo models	7	48	\DavidLawder	\ToddNissen
Union workers prepared to strike General Motors Corp for the second time this month Sunday night as bargainers for the company and the United Auto Workers struggled to reach a new contract agreement before a midnight deadline	7	48	\DavidLawder	\ToddNissen
In October, Ford agreed to pay $40 million for naming rights to a new downtown stadium for the Detroit Lions professional football team	7	48	\DavidLawder	\ToddNissen
As it has all year, GM continued to add to its growing cash account in the third period, contributing another $1.5 billion to bring its total cash balance to $14.5 billion at the end of the quarter	7	48	\DavidLawder	\ToddNissen
"""We have beeen able to simplify and streamline the organisational structure now that we are reducing our vehicle platforms by 50 percent,"" Trotman said. ""Using the 16 vehicle plaforms and at the same time increasing the number of derivatives, we can provide a broader array of vehicles for customers in many more markets,"" he said"	7	48	\DavidLawder	\ToddNissen
The new Corvette is the fifth generation of the classic Detroit muscle car, and the first redesign since the 1984 model year vehicle. The manufacturer's suggested retail prices for the car, which starts arriving at dealerships in February, is $38,060, an increase of $270 over the previous model	7	48	\DavidLawder	\ToddNissen
In Europe, the company's loss grew to $472 million from $320 million. Ford blamed new product launches, adverse vehicle mixes and continued high marketing costs	7	48	\DavidLawder	\ToddNissen
New pickup trucks and sport/utility vehicles helped Ford Motor Co.'s third-quarter profits nearly double to $686 million, the company said Wednesday, but it alarmed analysts with growing losses in Europe	7	48	\DavidLawder	\ToddNissen
Ford blamed new product launches, adverse vehicle mixes and continued high marketing costs. Vice President David McCammon said the automaker is taking steps to cut costs by reviewing product, material, personnel and plant expenses	7	48	\DavidLawder	\ToddNissen
"""GM remains hopeful an agreement can be reached before the UAW's termination of the current 1993 national agreement at 11:59 p.m. (0459 GMT) tonight,"" said Licari"	7	48	\DavidLawder	\ToddNissen
"""The size of the loss was enormous,"" Healy said"	3	48	\BenjaminKangLim	\ToddNissen
Steelcase won the first round of the original 1985 lawsuit when a federal court found Steelcase did not infringe Haworth's patent. Haworth appealed that decision and the U.S. Court of Appeals reversed the lower court ruling in 1989	3	48	\BenjaminKangLim	\ToddNissen
"""It lessens the possibility that current vacant class A space will be able to fill up, and the spill-over effect on class B office space is diminished because of this,"" he said"	31	48	\MartinWolk	\ToddNissen
The decision and damage award, which are binding and cannot be appealed, were entered Dec. 23 by a special judge appointed to determine damages in U.S. District Court in Kalamazoo, Mich	19	48	\JonathanBirt	\ToddNissen
Also, GM's effective income tax rate was 2.8 percent, adding another $312 million, as the company took advantage of several tax credits, including a reinstatement of research and experimentation credits for the last half of 1996	19	48	\JonathanBirt	\ToddNissen
"""I just don't think you can be all thing to all people. It's a lesson we learned at General Motors the hard way,"" Battenberg said"	5	48	\BradDorfman	\ToddNissen
CMS Energy Co should have no trouble meeting or exceeding the $2.40 to $2.45 a share earnings estimates that analysts forecast for all of 1996, Chairman and Chief Executive Officer William McCormick said Friday	5	48	\BradDorfman	\ToddNissen
"""We still have our work cut out to improve margin performance,"" he said"	4	48	\BernardHickey	\ToddNissen
"""It's volume that drives earnings, not market share, per say,"" he said"	36	48	\PatriciaCommins	\ToddNissen
Neither company would provide details about the terms of a deal, when the terms would be announced, whether shareholders would be able to vote on the agreement or who would be given essential contracts of work granting mining rights to the property	2	12	\AlexanderSmith	\HeatherScoffield
Analysts predict smaller companies will be increasingly vulnerable to takeovers as industry conditions get rougher	22	12	\KevinDrawbaugh	\HeatherScoffield
The stock jumped C$3.50 to C$24.30 on the Toronto Stock Exchange, topping actives on more than 6.4 million shares. On Nasdaq, Bre-X rose $2.625 to $18.25	26	12	\LydiaZajc	\HeatherScoffield
Midland Walwyn's Jalonen predicted Toronto golds would lose a further five percent before they stabilized	26	12	\LydiaZajc	\HeatherScoffield
"""It's not going to be a buoyant trend,"" Mallory said. ""Most of them are going to be reporting profits, but there will be a few losses as well.""Earnings in the mining sector were disappointing in the first quarter and dropped off in the second quarter when the copper scandal at Japan's Sumitomo Corp sent base metals downward"	30	12	\MarkBendeich	\HeatherScoffield
On average, the deposits graded 2.09 percent nickel, 1.24 percent copper and 0.99 percent cobalt, the report said	11	12	\GrahamEarnshaw	\HeatherScoffield
He said he had no details about how much money or stock would change hands or when a deal would be reached	33	12	\MichaelConnor	\HeatherScoffield
Other dignitaries helped Eggleton, pale and shaky, to a chair where he waited with his head resting on a table until ambulance attendants arrived. The attendants strapped on an oxygen mask and carried Eggleton out on a stretcher.  Witnesses said he twisted his ankle as he fell and landed on his knee	18	12	\JohnMastrini	\HeatherScoffield
Gold prices have slumped to three-year lows on a strong U.S. dollar, booming financial markets, low inflation, rising mine production and rumors of central bank selling	6	12	\DarrenSchuettler	\HeatherScoffield
Barrick's net income for the quarter fell to $21 million, or 6 cents a share, from $67.7 million, or 19 cents a share, in the same period a year earlier	6	12	\DarrenSchuettler	\HeatherScoffield
On Aug. 16, Barrick raised its offer to C$30 a share to pre-empt a takeover battle	6	12	\DarrenSchuettler	\HeatherScoffield
"""We've had 4 1/2 months of drills working on that site and no published results. How can anyone possibly comment on the value?"" Chorny told Reuters"	44	12	\SimonCowell	\HeatherScoffield
"""At the moment, the advice would be not to sell,"" Highlands company secretary Phillip West told Reuters in Sydney. ""But the directors are considering the offer and are expected to make a statement later today,"" he said"	23	12	\KevinMorrison	\HeatherScoffield
All three cited copper as the main culprit	27	12	\LynneO'Donnell	\HeatherScoffield
"""At this point in time, the market is not even paying attention to special situations,"" said Fathi"	27	12	\LynneO'Donnell	\HeatherScoffield
It has become increasingly aggressive in moving towards its goal, analysts said	4	12	\BernardHickey	\HeatherScoffield
"""I would classify us as a predator,"" Kinross spokesman Gord McReary said in an interview. ""We think we're in a very privileged position. We're in the kind of strange situation where maybe some of the bad news for the sector can be good news for us,"" he said"	4	12	\BernardHickey	\HeatherScoffield
Cable &amp; Wireless, NYNEX Corp of the U.S. and Bell Canada International announced they would merge the operations of their British subsidiaries in a complex deal, culminating in a float of 15 percent of the new company	2	16	\AlexanderSmith	\JoWinterbottom
The British cable market is growing fast, with around 7.5 million homes now within striking distance of connections, as around six billion pounds has already been invested in building cable networks and a further six billion is planned	2	16	\AlexanderSmith	\JoWinterbottom
Cable &amp; Wireless Communications, a major new British cable operator formed on Tuesday from a group led by Cable &amp; Wireless Plc, has the potential to be competitive and focuses attention on the fast-growing area, analysts said	2	16	\AlexanderSmith	\JoWinterbottom
Along with several other analysts, he warns that even if Labour does win power it may not be able to effect the tax because of legal problems in ensuring it is non-discriminatory	14	16	\JaneMacartney	\JoWinterbottom
"He said returns for Hyder on its involvement with a group which won a contract to run 122 kilometres of the busy M40 motorway between London and Warwick in central England ""will considerably exceed our cost of capital.""Hyder holds a 40 percent stake in that group, UK Highways, along with Tarmac, John Laing, France's Caisse des Depots et Consignations and Transroute International. ($1=.5940 Pound)"	8	16	\EdnaFernandes	\JoWinterbottom
-- London Newsroom +44 171 5427717	8	16	\EdnaFernandes	\JoWinterbottom
"""People want to work in successful businesses and the measure of our success will be in our profitability, earnings per share, and our sales performance and market share,"" he said"	22	16	\KevinDrawbaugh	\JoWinterbottom
"""The company has said they can grow earnings and that's the way to create shareholder value,"" the analyst said"	22	16	\KevinDrawbaugh	\JoWinterbottom
"Hyder will aim to secure a ""largish number of five to 10 million pound-a-time projects,"" which spread exposure, he said"	34	16	\MureDickie	\JoWinterbottom
"""Investors who are wise to the market's over-caution on the proposed tax are buying. These stocks are undervalued and...some are yielding more than long-term bonds,"" said one analyst"	26	16	\LydiaZajc	\JoWinterbottom
"Several utility companies have said they would challenge any windfall tax plans in court, but Labour's treasury spokesman Gordon Brown described the proposal as ""legally iron tight.""On Thursday, the Institute of Directors (IoD), which represents British business interests, warned against the tax although it acknowledged that ""some of the utilities do have spare funds at the moment.""The IoD said the tax could lead to problems over who should pay what amounts and said customers might face increased prices"	17	16	\JoeOrtiz	\JoWinterbottom
Energis said in October that it was on track to announcing a link with an international carrier within a year	24	16	\KirstinRidley	\JoWinterbottom
Executives from both firms told a press conference they saw no reason for a referral of the 670 pence per share bid, the fifth by a U.S. utility for a Rec, to the UK's Monopolies and Mergers Commission (MMC)	24	16	\KirstinRidley	\JoWinterbottom
"""I don't want particularly to be the biggest but what I want to be is the best,"" Leighton told Reuters in an interview"	24	16	\KirstinRidley	\JoWinterbottom
"""It does not really affect the companies, just a group of investors,"" Cohen said"	28	16	\LynnleyBrowning	\JoWinterbottom
That has left its balance sheet too weak to squeeze a substantially higher bid, according to Hollobone	44	16	\SimonCowell	\JoWinterbottom
"""At the end of the day it will probably end up roughly equal,"" the analyst said"	44	16	\SimonCowell	\JoWinterbottom
"""Increasing efficiencies mean we can be a low cost operator...which allows us to afford to reinvest in being competitive."" ($1=.5950 Pound)"	19	16	\JonathanBirt	\JoWinterbottom
Virginia-based Dominion Resources Inc., continuing an American invasion of the recently privatised utility industry in Britain, agreed Wednesday to acquire East Midlands Electricity Plc for about 1.3 billion pounds ($2.15 billion)	19	16	\JonathanBirt	\JoWinterbottom
