	text	predictions_nb	ytest	predictions_author	true_author
2810	"""The decision we have to make is how long we continue to support that, and I think right now our people and Channel Nine people would be talking about those issues,"" Optus Communications chairman Russell Fynmore told Reuters"	35	30	\NickLouth	\MarkBendeich
2811	"""He is as much a victim as the company is,"" Dunn said"	35	30	\NickLouth	\MarkBendeich
2812	"One pensioner told the meeting the group's share price had roughly halved since hitting a high of A$5.87 in March 1994, describing it as ""not exactly a blue chip performance"""	19	30	\JonathanBirt	\MarkBendeich
2813	The ARL suffered a major reversal of fortunes last Friday before the full bench of the Federal Court, which unanimously upheld News' appeal against previous rulings banning Superleague till the turn of the century	40	30	\RogerFillion	\MarkBendeich
2814	(A$1 = $0.80)	26	30	\LydiaZajc	\MarkBendeich
2815	Coles announced a 5.4 percent rise in sales revenue to A$9.9 billion (US$7.5 billion) for the six months to January 26, sounding a rare note of optimism in an industry that has been hit hard by a downturn in consumer spending	47	30	\TimFarrand	\MarkBendeich
2816	"""CUB had a four percent increase in the volume of beer sold, a remarkable result in a beer market which rose only 0.6 percent,"" he said in a statement"	47	30	\TimFarrand	\MarkBendeich
2817	Dr Philip Nitschke, who last month connected cancer sufferer Bob Dent to the machine in Australia's outback Northern Territory, said Internet users would be able to copy the software and instructions from a home page now being developed	41	30	\SamuelPerry	\MarkBendeich
2818	The computer software and instruction kit for the death machine used in the world's first legal mercy killing will soon be available on the Internet, the Australian doctor who developed it said on Tuesday	41	30	\SamuelPerry	\MarkBendeich
2903	"""Obviously if the demand from policy-holders has been as strong as they say, there's going to be less shares available to institutional investors, so that will push the price up a little.""  National Mutual, which gave its 1.2 million policy-holders until August 23 to choose between taking shares or cashing out, has so far declined to comment on policy-holder demand for scrip, except to say the phones rang hot with inquiries"	11	30	\GrahamEarnshaw	\MarkBendeich
2904	AWU negotiator Mick Eagles said the wage deal did not affect existing performance-related payments, under which workers can earn quarterly bonuses of up to about five percent of salary	7	30	\DavidLawder	\MarkBendeich
2905	The financial fallout is uncertain, but Kunkel said on Monday it was unlikely to be severe	44	30	\SimonCowell	\MarkBendeich
2906	"He did not elaborate but stock analysts said on Wednesday post-Christmas clearance sales helped lift the company's overall sales result for the first half year to January 25 to A$783 million, only one percent lower than a year ago.  ""I think we have probably gone through the worst in spending, but I would not expect a dramatically big turnaround,"" said retail analyst Simon Shakesheff, of Macquarie Bank"	5	30	\BradDorfman	\MarkBendeich
2907	"He declined to comment on his talks with St George but said: ""There will be an exchange of information between ourselves and the bank."" McLean declined to elaborate"	5	30	\BradDorfman	\MarkBendeich
2908	The Reserve Bank eased rates again last month, but it was too late to rescue a second dismal Christmas for retailers	5	30	\BradDorfman	\MarkBendeich
2909	The lack of any hard information on the policy-holders' response has led to some widely varying views on price	42	30	\SarahDavison	\MarkBendeich
2910	"""Our public face has suffered terribly and a cut or a change of this sort will be misunderstood in that context,"" Cook said"	42	30	\SarahDavison	\MarkBendeich
2911	"""Australians will all suffer if the ABC deserts international broadcasting,"" former ABC chairman Mark Armstrong wrote in a newspaper column this week"	42	30	\SarahDavison	\MarkBendeich
2912	"""We will wait till they finalise their merger over there and talks will begin progressively,"" said Sam Kavourakis, National Mutual Funds Management managing director"	42	30	\SarahDavison	\MarkBendeich
2913	Brian Quinn, 60, who rose from a junior store assistant to run the country's biggest retailer, went on trial on Monday in the Victoria Supreme Court on a charge of conspiracy to defraud	3	30	\BenjaminKangLim	\MarkBendeich
2914	Brian Quinn, 60, who rose from a junior store assistant to run the country's biggest retailer, went on trial on Monday in the Victoria Supreme Court on a charge of conspiracy to defraud	3	30	\BenjaminKangLim	\MarkBendeich
2915	"""But I can assure you it's our belief that it won't be less than a 10 percent decrease on last year and it's certainly our hope that it will be an increase on last yeaer's profit result"	4	30	\BernardHickey	\MarkBendeich
2916	He dismissed suggestions, published on Tuesday in News Ltd's The Australian newspaper, that ARL chairman Ken Arthurson could step aside to facilitate a merger of the two leagues	4	30	\BernardHickey	\MarkBendeich
2917	"""Should that not fully utilise the available financial resources, then we would look at additional options,"" he said"	4	30	\BernardHickey	\MarkBendeich
2918	"""Should that not fully utilize the available financial resources, then we would look at additional options,"" he said"	4	30	\BernardHickey	\MarkBendeich
2919	"""We are seeing an improvement in our operations quarter on quarter on quarter and the trend to improvement is accelerating,"" he said in a taped interview released to the media after the result"	4	30	\BernardHickey	\MarkBendeich
2920	"Broughton said a demerger of Brown &amp; Williamson would be ""highly destructive"" of shareholder value, adding there was ""no question"" that the board of directors was united on the issue"	2	47	\AlexanderSmith	\TimFarrand
2921	"""We have now refocused the group into food and distribution. And a lot of pan-European customers of ours are looking for us to come to them with some European capability, so one area we are looking at is distribution,"" chairman Ian Martin said"	2	47	\AlexanderSmith	\TimFarrand
2922	"""It should be another set of solid results but they are nowadays rather secondary to litigation developments which are critical to the company's future growth prospects,"" said Charles Pick, analyst at Panmure Gordon"	2	47	\AlexanderSmith	\TimFarrand
2923	The company will ask for shareholder approval at its annual meeting in March to buy back up to 10 percent of its own shares	38	47	\PierreTran	\TimFarrand
2924	"""We would certainly like to see a freeze this year because we are so far out of sight of the rest of Europe that it's causing a major smuggling problem,"" said Clive Turner, media relations at the Tobacco Council. ""The government is currently missing out on 640 million a year in lost revenue,"" he said"	23	47	\KevinMorrison	\TimFarrand
2925	"Corbett said the company is ""reviewing a number of options"" but declined to say what they were or talk about the timing or size of any buyback"	35	47	\NickLouth	\TimFarrand
2926	Since Matthew Clark stunned the stock market in September with a profit warning that wiped more than 290 million pounds ($466 million) off its market value, investors have badgered the group to explain how it intends to win back sales	19	47	\JonathanBirt	\TimFarrand
2927	B.A.T was also confident of blocking the U.S. Food and Drug Administration's attempts to bring tobacco regulation into line with drugs and pharmaceuticals, said Broughton	19	47	\JonathanBirt	\TimFarrand
3031	GrandMet should be able to reduce its debt to 2.2 billion stg by the end of its 1996/97 financial year, taking its interest cover to just under eight times, said Corbett	17	47	\JoeOrtiz	\TimFarrand
3032	"""At the moment the focus is on the core retail division where the key oppurtunities lie,"" he said. ""Home shopping is a medium-term project which will kick in in two to three years time."" ($1=.6093 Pound)"	30	47	\MarkBendeich	\TimFarrand
3033	The retailer has had a long struggle to boost profit margins in what was until recently a depressed retail market. But the group has achieved a major turnaround	30	47	\MarkBendeich	\TimFarrand
3034	-- London Newsroom +44 171 542 7717	15	47	\JimGilchrist	\TimFarrand
3035	-- London Newsroom +44 171 542 6437	15	47	\JimGilchrist	\TimFarrand
3036	-- London Newsroom +44 171 542 6437	15	47	\JimGilchrist	\TimFarrand
3037	The dividend rise to 7.21 pence per share beat most analysts' forecasts which were centred on a 7p payout	16	47	\JoWinterbottom	\TimFarrand
3038	He ruled out a special dividend, saying that growth by acquisition represented better value to shareholders	16	47	\JoWinterbottom	\TimFarrand
3039	Shares in the company initially rose after the results, but later fell back to close at 427-1/2p pence, down 8-1/2p. ($1=.6223 Pound)	16	47	\JoWinterbottom	\TimFarrand
3040	Shares in the company initially rose after the results, but later fell back to show a loss of 2-1/2 pence by 1130 GMT	16	47	\JoWinterbottom	\TimFarrand
3041	Gehe, whose lapsed offer was an all cash bid pitched at 500 pence per share, said it planned an announcement later in the day	16	47	\JoWinterbottom	\TimFarrand
3042	"""I think the supply position in the Midlands and Yorkshire is obviously something that needs to be looked at very carefully,"" said one senior source at regional brewer"	16	47	\JoWinterbottom	\TimFarrand
3043	Britain's Secretary of State has the power to refer to the MMC for investigation any proposed merger which creates or intensifies a market share of 25 percent of supply in Britain	24	47	\KirstinRidley	\TimFarrand
3044	"""I don't believe we can be accused of unwise investments over the last year,"" Buckland said"	28	47	\LynnleyBrowning	\TimFarrand
3045	The life insurance and investment business reported a five percent increase in profit	44	47	\SimonCowell	\TimFarrand
3046	"""It looks like Staley has finally hit the bottom of the cycle,"" said one analyst who declined to be named"	9	47	\EricAuchard	\TimFarrand
3047	"""We have been picking up acquisitions and if opportunities come along for something big then we will take it,"" he said"	4	47	\BernardHickey	\TimFarrand
3048	"""We are actively seeking acquisitions. We continue to look at acquisitions of all sizes in both the food and distribution area in Western Europe,"" Worby told Reuters in an interview on Tuesday"	4	47	\BernardHickey	\TimFarrand
3049	The successful spin-off of Imperial Tobacco from the Hanson group has added more fuel to their cause, along with American Brands Inc's plan to spin off its UK-based Gallaher tobacco operations some time next year	8	47	\EdnaFernandes	\TimFarrand
3050	"Competition in supplying milk to supermarkets remained intense but the recent erosion in prices should stop soon, said Stewart. ""The profitability of that sector is now such that people are losing money and we expect the price erosion to stop,"" he said"	36	47	\PatriciaCommins	\TimFarrand
3051	"He also maintained his ""hold"" rating for the shares because they were ""fairly valued"". He said the company was an attractive long-term investment"	2	29	\AlexanderSmith	\MarcelMichelson
3052	"In the medical imaging and video market, StorageTek sees a lot of opportunities but for the moment it has not yet signed big deals. ""We are in discussions for some deals which could be concluded next year,"" French marketing manager Eric Debray said"	2	29	\AlexanderSmith	\MarcelMichelson
3053	"A spokesman for the ministry said that ""in the next few days"" licences would be granted to MFS Communication Co of the U.S. and Colt Telecom Group of Britain, owned by financial group Fidelity Investments"	2	29	\AlexanderSmith	\MarcelMichelson
3054	Other analysts are less sure	10	29	\FumikoFujisaki	\MarcelMichelson
3055	Olympic Sports applied for court mediation with creditors on September 20 with debts of 34.83 billion yen and the Japan Securities Dealers Association (JSDA) cancelled the company's Over-the-Counter registration	10	29	\FumikoFujisaki	\MarcelMichelson
3056	Last week Air france signed cooperation pacts with Continental Airlines and Delta Airlines Inc of the U.S. and it aims to sign a similar deal with an Asian airline in 1997	38	29	\PierreTran	\MarcelMichelson
3057	The activity in the French telecommunications sector are similar to alliances forming in Germany	38	29	\PierreTran	\MarcelMichelson
3058	The government did not spell out exactly how it had reached the choice, but its statement stressed the importance of a merger between Lagardere's Matra and Thomson's majority-owned defence unit Thomson-CSF	38	29	\PierreTran	\MarcelMichelson
3059	Shares rose from 122.3 francs in May to 136 on June 18 on initial speculation and then fell back to 120.8 on July 24. They have resumed their rise to 131 francs, but this is still below the institutional privatisation price of 146 francs in November 1993 and a price for individuals of 135 francs	38	29	\PierreTran	\MarcelMichelson
3060	Salomon had earlier forecast that its operating results for the 1996/97 year would be stable due to the cost of further diversification into snowboards with the aqcuisiion of Bonfire and the planned launch of new boards, shoes and fixtures in 1997 as well as new roller skates in 1998	23	29	\KevinMorrison	\MarcelMichelson
3061	"""It's too early to talk about the details of the Chinese deal, we are still in discussions. It can still take some time before we have a contract,"" Campbell McGarvie, vice-president Europe, Africa and Midle East, said in an interview"	12	29	\HeatherScoffield	\MarcelMichelson
3062	"""That was a major deal, it was big change for IBM. Never before had IBM allowed another company to build such major components as storage facilities,"" McGarvie said"	46	29	\TheresePoletti	\MarcelMichelson
3063	VEBA has a 15 percent direct stake in Bouygues Telecom. Other stake holders are Cable &amp; Wireless Plc, US West International and banks BNP and Paribas	35	29	\NickLouth	\MarcelMichelson
3064	"""I don't think it will happen. They will concentrate on improving margins themselves for the time being,"" said an analyst at a U.S. brokerage in London"	35	29	\NickLouth	\MarcelMichelson
3065	France Telecom will charge the amount on the telephone bill and will pay the service company a part of the money	35	29	\NickLouth	\MarcelMichelson
3066	While hiking equipment -- walking boots and mountain gear -- was up by 68 percent and the Taylor Made golf equipment brand had a 77 percent increase in sales. Winter equipment, however, was down 16 percent. The Mavic cycle brand was up 4.1 percent	47	29	\TimFarrand	\MarcelMichelson
3067	Breton said the company was standing by its profit forecast of higher profits in 1996 compared with a 306 million profit in 1995, but he declined to confirm the group was aiming for more than 600 million	47	29	\TimFarrand	\MarcelMichelson
3068	Rhone said the agro sector recorded a 14.7 percent increase in sales and a 54.9 percent rise in its profit contribution, due to a good global economic climate and the successful marketing of new products, especially Fipronil	47	29	\TimFarrand	\MarcelMichelson
3069	MEDEA, which will be based in Paris, will coordinate industry research programmes in six main areas. Three of them, getting half of the funds, are applications in the areas of multimedia, communications, and automobile and traffic systems	41	29	\SamuelPerry	\MarcelMichelson
3070	In chemicals and the fibres and polymers divisions, a rise in volumes failed to compensate for falling prices	30	29	\MarkBendeich	\MarcelMichelson
3071	But brokers Lehman Brothers said Taxotere and Rilutek were taking off slowly. It downgraded the share to neutral from outperform, after a good recent run	11	29	\GrahamEarnshaw	\MarcelMichelson
3072	Interested parties have 15-days to express their interest in blocks of at least 1.4 million shares, or one percent of Bull	11	29	\GrahamEarnshaw	\MarcelMichelson
3073	The group is France's third-biggest telematic services company -- offering database services via the Minitel -- after Axime and Assistance Genie Logiciel (AGL)	24	29	\KirstinRidley	\MarcelMichelson
3074	AT&amp;T is in talks to combine it forces in Europe with Unisource -- a joint venture of the Dutch PTT, Telia of Sweden, Swiss Telecom PTT and Spain's Telefonica	24	29	\KirstinRidley	\MarcelMichelson
3075	A third offer is by the Unisource consortium of Dutch KPN, Telia AB of Sweden, Swiss Telecom PTT and Spain's Telefonica	24	29	\KirstinRidley	\MarcelMichelson
3216	But the way to the finish line is not without obstacles	42	29	\SarahDavison	\MarcelMichelson
3217	"""It's one of the main worries at the moment. Many companies want to go on the net but they fear that they will open up their internal systems to possible intrusion,"" McGarvie said"	42	29	\SarahDavison	\MarcelMichelson
3218	But the way to the finishing line is not without obstacles	42	29	\SarahDavison	\MarcelMichelson
3219	Sources close to the government said that the decision, prepared in close consultation with President Jacques Chirac, could be announced late on Monday, or at the latest on Wednesday after a cabinet meeting	3	29	\BenjaminKangLim	\MarcelMichelson
3220	"""Bids have to be in today. That can be this afternoon or this evening. We are not going to close the mailbox,"" Leveque said"	39	29	\RobinSidel	\MarcelMichelson
3221	"""There have been discussions since but the government has not yet replied,"" she added"	27	29	\LynneO'Donnell	\MarcelMichelson
3222	The U.S. Justice Department is investigating the deal and in particular is looking at the possibility of anticompetitive practices in the direct-access storage devices industry. Pending completion of the probe, the deal cannot be finalised. Earlier this month, both StorageTek and IBM have said the inquiry was routine and expected	36	29	\PatriciaCommins	\MarcelMichelson
3223	"""It will take quite a while for commercial banks to take much of that market,"" said analyst Tony Warwick-Ching of CRU International in London"	2	28	\AlexanderSmith	\LynnleyBrowning
3224	"""If the decision had been different, it would have been a major blow to Rosneft,"" Lubash said"	2	28	\AlexanderSmith	\LynnleyBrowning
3225	"""If it was an unsolicited statement and a bolt out of the blue, then it obviously means something,"" said Christopher Granville, chief economist at United City Bank in Moscow"	2	28	\AlexanderSmith	\LynnleyBrowning
3226	The foreign side would reap $76 billion in benefits, including $40 billion in foreign investor profits	10	28	\FumikoFujisaki	\LynnleyBrowning
3227	Norilsk said in September that it total debts, including unpaid salaries to workers, were 13 trillion roubles. The company said last month that it had worked out a tax payment schedule with authorities, after regional tax officials threatened to seize some nickel and copper assets	10	28	\FumikoFujisaki	\LynnleyBrowning
3228	"""Rodionov was insisting on his position, but there are many corridors of power in Russia and he just did not score enough points with government officials to get them to agree to this,"" one of the Rosneft officials said"	14	28	\JaneMacartney	\LynnleyBrowning
3229	Refining capacity in the south Caucasian region is 20-22 million tonnes a year, but operations have ceased	23	28	\KevinMorrison	\LynnleyBrowning
3230	Gold, which struck three-year lows earlier this week but has picked up slightly since, hovered around $368 an ounce on Thursday on the London Metal Exchange	12	28	\HeatherScoffield	\LynnleyBrowning
3231	"""Our goal is to undertake joint projects that a single company itself could not take on alone,"" Verin said, adding that all sides were in active negotiations on a development strategy"	12	28	\HeatherScoffield	\LynnleyBrowning
3232	But the picture, as the 1996 data shows, is getting prettier	40	28	\RogerFillion	\LynnleyBrowning
3233	But members of the audit chamber of parliament told a news conference they would ask Duma (lower chamber) deputies to reject the law early next month	13	28	\JanLopatka	\LynnleyBrowning
3234	He said it made economic sense for the plant to use its capacity, but gave no further details	34	28	\MureDickie	\LynnleyBrowning
3235	Yet other sources said buyers were rushing to fill contracts left over from the last crop marketing year, when poor harvests across the ex-Soviet Union made supplies short	32	28	\MatthewBunce	\LynnleyBrowning
3236	"""We are hopeful to continue our negotiations with the special delegation,"" Hazen said"	7	28	\DavidLawder	\LynnleyBrowning
3397	"""It used to be a seller's market only -- now buyers are on an equal footing,"" said a trader at a Western commodities house"	27	28	\LynneO'Donnell	\LynnleyBrowning
3398	But he cautioned that figures were difficult to pin down, since some imports do not show up in the official statistics and producers had stocks left over from 1995	27	28	\LynneO'Donnell	\LynnleyBrowning
3399	Czech fund manager Harvard Capital &amp; Consulting (HC&amp;C) said on Tuesday it paid a one million crown ($36,500) fine for illegal trading practices from 1993 to 1995, and was making amends	2	18	\AlexanderSmith	\JohnMastrini
3400	"""Continuing with the privatisation of these banks has the aim of increasing the competitiveness of banks, to fit them more towards (entry into) the European Union and to increase their performance,"" Svehla said"	2	18	\AlexanderSmith	\JohnMastrini
3401	Wang, 27, was sentenced to 11 years in prison on Wednesday after a brief hearing. Wei was sentenced to 14 years in jail last December on a similar charge	14	18	\JaneMacartney	\JohnMastrini
3402	"""He has a big interest in meeting people and doesn't want to be too incognito,"" Grimaux told reporters"	14	18	\JaneMacartney	\JohnMastrini
3403	"It said Havel ""considers it his obligation to express his solidarity with those who anywhere around the world express, in a non-violent way, their free-mindedness and desire for justice and elementary human rights.""Havel, who as a dissident playwright was imprisoned several times by the Communist government before its fall in 1989, has been a frequent diplomatic thorn in China's side"	14	18	\JaneMacartney	\JohnMastrini
3404	"It said Havel ""considers it his obligation to express his solidarity with those who anywhere around the world express, in a non-violent way, their free-mindedness and desire for justice and elementary human rights.""Havel, once a dissident playwright imprisoned several times by a Communist government before its fall in 1989, has been a frequent diplomatic thorn in China's side"	14	18	\JaneMacartney	\JohnMastrini
3405	"But the meeting was abruptly postponed on Monday with cabinet officials citing the rising pressure of October's parliament session as a reason. A new date for the meeting has yet to be set, but officials say it will be ""soon"""	14	18	\JaneMacartney	\JohnMastrini
3406	The car will be available on the domestic market with a choice of three petrol and two diesel engines, with the top-of-the-line SLX automatic model priced at 497,900 crowns, and a base model priced at 335,700 crowns	13	18	\JanLopatka	\JohnMastrini
3407	Inflation has been stubborn in 1996, with the annual rate hovering above nine percent until recent months. But by November, inflation had slowed to 8.6 percent, year-on-year	13	18	\JanLopatka	\JohnMastrini
3408	"""I think investors (this time) have already included in their behaviour expectations of inconclusive results,"" said Zdenek Bakala, chairman of Prague-based Patria Finance"	13	18	\JanLopatka	\JohnMastrini
3409	Leaders of Bavaria, where most Sudetens settled, had demanded changes in the text, but the Czech government has insisted it will negotiate only with Bonn	13	18	\JanLopatka	\JohnMastrini
3410	The CNB and the Finance Ministry have both called for the fast privatisation of the state's roughly one-third stake in Investicni a Postovni Banka to a strategic foreign partner. Japan's Nomura and Dutch ING NV are widely seen as frontrunners seeking IPB shares	13	18	\JanLopatka	\JohnMastrini
3411	"""Czech exporters must become more cost competitive,"" said Jiri Huebner, Czech and Slovak team director for the European Bank for Reconstruction and Development (EBRD)"	13	18	\JanLopatka	\JohnMastrini
3412	Nomura and Dutch ING NV are widely seen as potential partners for IPB, although top officials have declined comment on their possible interest in IPB	13	18	\JanLopatka	\JohnMastrini
3413	The Octavia will get its international test at the Paris International Auto Show in October and should be delivered to Czech dealers in November, followed by launches on European and other foreign markets, company officials said	13	18	\JanLopatka	\JohnMastrini
3414	Political analysts said Kalvoda's confession was damaging but the government, which lost its parliamentary majority in June elections, could survive entact if the ODA agreed speedily on who should lead it in the cabinet	13	18	\JanLopatka	\JohnMastrini
3415	"The Czech daily Mlada Fronta Dnes quoted Skoda's general director Ludvik Kalma as saying that suggestions of a 350,000 Czech crowns ($13,460) price tag for the basic model of the Octavia on its home market -- with a 1.6 litre engine and two airbags -- would be ""too expensive"""	13	18	\JanLopatka	\JohnMastrini
3416	The most controversial plan calls for Sporitelna and CSOB to merge to create a bank with over $20 billion in assets and then to privatise the state's stake in the newly-created bank several years later after the merger is analysed	13	18	\JanLopatka	\JohnMastrini
3417	Never before has the sprawling parade ground adjacent to Prague Castle prepared for a spectacle like the one planned for the expected 130,000 paying guests on Saturday	13	18	\JanLopatka	\JohnMastrini
3418	"Industry and Trade Minister Vladimir Dlouhy told a news conference the result was expectated and ""for the whole year, I would like to see (average inflation) at below 8.7 percent.""The government had forecast average inflation to slow a full percentage point in 1996 to 8.0 percent, but a surge in domestic demand kept prices stubbornly over nine percent in the first half of the year"	13	18	\JanLopatka	\JohnMastrini
3419	-- Prague Newsroom, 42-2-2423-0003	13	18	\JanLopatka	\JohnMastrini
3420	The moving 12-month average of inflation remained unchanged at 8.7 percent in October. The figures were most influenced by a full percentage point rise in food, drinks and tobacco prices during the month and a 1.2 percent rise in clothing prices	47	18	\TimFarrand	\JohnMastrini
3421	Kozeny, like many banks and private entrepreneurs, set up funds based on shares gained from citizens who transferred their vouchers to the funds. The citizens received shares in the funds for the vouchers	11	18	\GrahamEarnshaw	\JohnMastrini
3422	Traders said as long as the government kept talking up the crown, foreign investors would respond until the bank decided to jump in and buy foreign currency	11	18	\GrahamEarnshaw	\JohnMastrini
3423	Still, foreign and domestic investors have repeatedly called for steps to beef up the supervision of the Czech capital market, and the ministry has said it is considering its own plan to re-regulate securities trading	11	18	\GrahamEarnshaw	\JohnMastrini
3424	Amid an influx of western brands -- U.S. Philip Morris bought a controlling stake in the former monopoly state tobacco packager, and has made Marlboro a status symbol -- Havel vetoed measures to regulate public smoking and cigarette advertising	33	18	\MichaelConnor	\JohnMastrini
3425	"""There is a need for substantial investments in new plant and technology...to improve productivity.""The government has contended that many of the imports which are fuelling the deficit are modernising Czech industry, which should eventually produce higher export output, but Huebner said more targeted policies were necessary"	28	18	\LynnleyBrowning	\JohnMastrini
3536	"""I think customers who would be looking for a used car would look at a Skoda Octavia, I think that people who own a smaller car would look at Octavia,"" Farsky said"	5	18	\BradDorfman	\JohnMastrini
3537	Domestic demand remained strong but flat at 5.2 percent for the latest quarter, and 5.3 percent for the nine-month period, but well below 1995 levels	5	18	\BradDorfman	\JohnMastrini
3538	"""I think customers who would be looking for a used car would look at a Skoda Octavia, I think that people who own a smaller car would look at Octavia,"" Farsky said"	5	18	\BradDorfman	\JohnMastrini
3539	He said that if elected, he would push to expand the enforcement power of regulators to police dubious practices in banks, investment funds, and on the capital market, which is consistently hampered by charges of insider trading	42	18	\SarahDavison	\JohnMastrini
3540	"""It is an economic law that if a stagnating economy is trading with a growing one, the latter will be faced with a deterioration of the trade balance,"" he said"	42	18	\SarahDavison	\JohnMastrini
3541	Like Britain's Queen Elizabeth in May, he will get a full police escort through the ancient Czech capital, but not even monarchs can compete with the huge fleet of luxury cars readied to carry the star's entourage	42	18	\SarahDavison	\JohnMastrini
3542	He said that if elected, he would push to expand the enforcement power of regulators to police dubious practices in banks, investment funds, and on the capital market, which is consistently hampered by charges of insider trading	42	18	\SarahDavison	\JohnMastrini
3543	It said unemployment would remain at one of the lowest levels in Europe, but said it would edge up slightly to between 3.3 to 3.5 percent by the end of 1997 from 3.3 percent at the end of this year	1	18	\AlanCrosby	\JohnMastrini
3544	Klaus's ODS won 36.47 percent of the total vote on Saturday in the first test since his conservative three-party coalition lost its majority in June lower-house elections when the Social Democrats (CSSD) posted a surprising second place result	1	18	\AlanCrosby	\JohnMastrini
3545	"""Most importantly the Senate won't be one-coloured or two-coloured as was expected, but multi-coloured,"" said analyst Jiri Pehe of Prague's Open Media Research Institute"	1	18	\AlanCrosby	\JohnMastrini
3546	But a thin turnout made it hard for the three-party coalition government, which lost its lower house majority in June, to claim it had recaptured voters' hearts, the analysts said	1	18	\AlanCrosby	\JohnMastrini
3547	Few think the Senate elections will serve to revive the securities markets, as market reform is not a high priority	1	18	\AlanCrosby	\JohnMastrini
3548	Meanwhile, the Prague Stock Exchange (PSE) has been rocked, not by the political situation, but by discontent from foreign investors unhappy with the country's opaque trading environment	1	18	\AlanCrosby	\JohnMastrini
3549	Meanwhile, the CSU said third quarter exports grew by 6.1 percent, year-on-year, to 183.7 billion crowns, putting the three-quarter combined total at 529.9 billion crowns, or 5.1 percent	1	18	\AlanCrosby	\JohnMastrini
3550	The crown fell a full percentage point on the June results, and the stock market lost more than four percent of its value before stabilising when a minority government was confirmed	1	18	\AlanCrosby	\JohnMastrini
3551	Local analysts see Klaus's ODS and its two coalition allies winning a majority of the Senate's 81 seats, but they do not expect a result giving the coalition or opposition a clear advantage to push for an early election in the lower house	1	18	\AlanCrosby	\JohnMastrini
3552	"Havel, himself a former dissident against a Communist government, said in a statement that after last year's jailing of Wei Jingsheng, father of China's small democracy movement, on similar subversion charges, Wang's sentence was ""unacceptable"""	3	18	\BenjaminKangLim	\JohnMastrini
3553	The president cancelled a planned two-day state visit to Ukraine last week and on Monday called off plans to attend a summit of the Organisation for Security and Cooperation in Europe (OSCE) on December 2 and 3 in Lisbon	3	18	\BenjaminKangLim	\JohnMastrini
3554	On her first official visit to Prague as U.S. ambassador to the U.N. in 1994, she walked into the palacial Foreign Ministry and memories came flooding back	3	18	\BenjaminKangLim	\JohnMastrini
3555	The Czech president said earlier this year he regretted that Taiwan, which Bejing regards as a renegade province, is not a U.N. member. However, the Czechs officially still recognise only China as a sovereign state and not Taiwan	3	18	\BenjaminKangLim	\JohnMastrini
3556	The front-grilled new Skoda is 4.51 metres long, 1.73 metres wide, and stands 1.43 metres high	9	18	\EricAuchard	\JohnMastrini
3557	It is not clear why the decision had been kept secret	27	18	\LynneO'Donnell	\JohnMastrini
3558	He said when the time comes to sell the stake of some 49 percent it could be offered to several investors	2	13	\AlexanderSmith	\JanLopatka
3559	But Klaus, tongue-in-cheek, checked the bottle of mineral water he was given, and was pleased it was locally made	2	13	\AlexanderSmith	\JanLopatka
3560	He added that the amount of late fees that would have been included under the previous accounting method was 1.2 billion crowns. Komercni posted a 5.11 billion net profit for the whole of 1995	10	13	\FumikoFujisaki	\JanLopatka
3561	"""Currently there are only really paid late fees in our books, that means real cash flow.""He added that the sum of unpaid late fees substracted from the accounting was 1.2 billion crowns. Komercni posted a 5.11 billion net profit for the whole of 1995"	10	13	\FumikoFujisaki	\JanLopatka
3562	"But in his weekly radio address, broadcast on Sunday, he was in an optimistic mood, saying the operation would ""remove some sort of bad point or spot found on my lungs, the character of which is still unknown"""	14	13	\JaneMacartney	\JanLopatka
3563	"The political temperature soared on Tuesday when Zeman said his 79-year-old mother had been visited by ""certain people"" trying to acquire compromising information"	14	13	\JaneMacartney	\JanLopatka
3564	"""I believe that we will be able to find people for each section who would be ready to work,"" he said"	37	13	\PeterHumphrey	\JanLopatka
3565	The winner of the tender, ultimately picked by the cabinet, should be known in April	37	13	\PeterHumphrey	\JanLopatka
3566	Dlouhy said these partners would provide a guarantee of supplying from their own sources in case of emergency	38	13	\PierreTran	\JanLopatka
3567	"""That means supplies of only 8.9 bcm, and an agreement to start negotiations on a long-term contract. I consider this to be a good result,"" he said"	12	13	\HeatherScoffield	\JanLopatka
3568	Things today do not seem much better. Applications for documents such as company registrations, licences and work permits can take weeks or months to process	12	13	\HeatherScoffield	\JanLopatka
3640	Analysts said that 0.2 percent monthly increase in the food, tobacco and beverages sector contributed to the overall result, though they warned it could have been caused by seasonal influences	47	13	\TimFarrand	\JanLopatka
3641	Analysts said that the low 0.2 percent monthly increase in the food, tobacco and beverages sector contributed to the overall result, but added this could have been caused by seasonal influences	47	13	\TimFarrand	\JanLopatka
3642	The new index will measure output changes by units, weightor other measurements, of the total of 1,304 products out of879 product groups consisting of one or more similar products	41	13	\SamuelPerry	\JanLopatka
3643	He added that the chosen investor would underwrite a new share issue	11	13	\GrahamEarnshaw	\JanLopatka
3644	Local analysts welcomed the results but said they did not expect them to help CEZ's share price much as the Prague Stock Exchange is plagued by a lack of confidence	11	13	\GrahamEarnshaw	\JanLopatka
3645	The winner is to be announced on April 2	16	13	\JoWinterbottom	\JanLopatka
3646	The winner is to be announced on April 2	16	13	\JoWinterbottom	\JanLopatka
3647	Negotiations with these firms are in the stage of initiating an supply contract	7	13	\DavidLawder	\JanLopatka
